Id,zoning,normal_frontage,lot_area,paved_access,alley,reg_shape,is_flat,inside_lot,near_rr,single_fam,one_story,house_qual,house_cond,built_before_1970,roof_gable,roof_std_shingle,vinyl_siding,has_masonry,ext_qual_above_avg,ext_cond_above_avg,b_height_above_avg,b_cond_above_avg,basement_finished,forced_air,heating_above_avg,central_air,std_circuit_breaker,kitchen_above_avg,fully_functional,has_fireplace,fireplace_qual,has_garage,garage_finished,garage_sqft,driveway_paved,has_wood_deck,has_open_porch,has_encl_porch,has_3ssn_porch,has_screen_porch,has_pool,has_fence,has_misc,total_sqft,full_baths,half_baths,total_rooms,slope_Mod,slope_Sev,neighborhood_Blueste,neighborhood_BrDale,neighborhood_BrkSide,neighborhood_ClearCr,neighborhood_CollgCr,neighborhood_Crawfor,neighborhood_Edwards,neighborhood_Gilbert,neighborhood_Greens,neighborhood_GrnHill,neighborhood_IDOTRR,neighborhood_Landmrk,neighborhood_MeadowV,neighborhood_Mitchel,neighborhood_NAmes,neighborhood_NPkVill,neighborhood_NWAmes,neighborhood_NoRidge,neighborhood_NridgHt,neighborhood_OldTown,neighborhood_SWISU,neighborhood_Sawyer,neighborhood_SawyerW,neighborhood_Somerst,neighborhood_StoneBr,neighborhood_Timber,neighborhood_Veenker,foundation_CBlock,foundation_PConc,foundation_Slab,foundation_Stone,foundation_Wood,month_sold_2,month_sold_3,month_sold_4,month_sold_5,month_sold_6,month_sold_7,month_sold_8,month_sold_9,month_sold_10,month_sold_11,month_sold_12,year_sold_2007,year_sold_2008,year_sold_2009,year_sold_2010,SalePrice
1044,1,0,1680,1,0,1,1,1,0,0,0,6,5,0,1,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,264.0,1,0,0,0,0,0,0,0,0,1470.0,1.0,1.0,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,85400
2752,1,1,7488,1,0,0,1,1,0,1,1,7,5,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,632.0,1,1,1,0,0,0,0,0,0,2416.0,2.0,0.0,5.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183600
807,1,0,26400,1,0,1,0,0,0,1,0,5,7,1,1,1,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0,576.0,1,0,0,0,0,0,0,0,0,2016.0,1.0,0.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,131000
1177,0,0,2645,1,1,1,1,1,0,0,0,8,5,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,480.0,1,1,0,0,0,0,0,0,0,2567.0,3.0,1.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,200000
1480,1,1,9627,1,0,1,1,1,0,1,1,7,5,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,610.0,1,0,1,0,0,0,0,0,0,2712.0,2.0,0.0,6.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,193000
324,1,0,10114,1,0,1,1,1,0,1,1,5,5,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,624.0,1,0,0,0,0,0,0,0,0,2860.0,2.0,0.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,173500
1311,1,0,4571,1,1,1,1,1,0,1,0,5,5,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,513.0,1,0,0,1,0,0,0,0,0,1968.0,1.0,0.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,98000
770,1,1,8816,1,0,1,1,0,0,1,1,5,6,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,480.0,1,0,1,0,0,0,0,1,0,2242.0,2.0,0.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,139000
2063,1,1,8197,1,0,1,1,1,0,1,1,6,5,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,528.0,1,1,0,0,0,0,0,1,0,1945.0,1.0,1.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,143500
69,0,1,8640,1,0,1,1,1,0,1,0,7,5,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,614.0,1,1,1,0,0,0,0,0,0,2303.0,2.0,1.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,215200
2062,1,0,8724,1,0,1,1,1,0,1,1,5,5,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,1,0,1,1,450.0,1,0,0,0,0,0,0,0,0,1788.0,1.0,0.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,129000
351,1,0,5664,1,0,0,1,1,0,0,1,8,5,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,499.0,1,1,1,0,0,0,0,0,0,3160.0,3.0,0.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,278000
2393,1,0,12867,1,0,0,1,0,0,1,0,8,5,0,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,575.0,1,1,1,0,0,0,0,0,0,3462.0,2.0,1.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,344133
12,1,0,7980,1,0,0,1,1,0,1,1,6,7,0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,420.0,1,1,1,0,0,0,0,1,1,2355.0,3.0,0.0,7.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,185000
2339,1,0,34650,1,0,1,0,1,0,0,1,5,5,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,572.0,1,1,0,0,0,0,0,0,0,2112.0,2.0,0.0,6.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145000
624,1,0,10573,1,0,0,1,0,0,1,1,6,6,1,0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,530.0,1,0,1,0,0,1,0,1,0,2906.0,3.0,0.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,187500
86,1,1,8450,1,0,1,1,1,1,1,1,5,8,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0,336.0,1,1,1,0,0,0,0,1,0,1788.0,2.0,0.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,138500
1534,1,0,11700,1,1,0,0,1,0,1,0,5,6,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,240.0,1,0,1,0,0,0,0,0,0,2880.0,2.0,0.0,7.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,198000
2243,0,1,8250,1,0,1,1,1,0,0,0,5,6,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,2948.0,2.0,0.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,119600
1957,1,1,8064,1,0,1,1,0,0,1,0,5,7,1,1,1,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,1,0,576.0,1,0,0,0,0,0,0,1,1,1596.0,1.0,0.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,122900
380,1,1,9600,1,0,1,1,1,0,1,1,8,5,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,542.0,1,1,1,0,0,0,0,1,0,5048.0,3.0,1.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,278000
2860,1,0,11435,1,0,0,0,0,0,1,0,8,7,1,1,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,400.0,1,0,0,0,0,0,0,0,0,2309.0,1.0,0.0,5.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,230000
2517,1,0,9549,1,0,0,1,0,0,0,1,8,5,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,481.0,1,0,1,0,0,1,0,0,0,2988.0,2.0,1.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,270000
1933,1,1,10950,1,0,1,1,1,0,1,1,6,6,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,410.0,0,0,1,0,0,0,0,0,0,1896.0,1.0,0.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,125000
820,1,1,10637,1,0,1,1,1,0,1,1,8,5,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,826.0,1,1,1,0,0,0,0,0,0,3423.0,3.0,0.0,7.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,297000
675,1,1,9000,1,0,0,0,1,0,1,1,6,6,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,384.0,1,0,1,1,0,0,0,0,0,1302.0,1.0,0.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,113500
2910,1,0,2665,1,0,1,1,1,0,0,0,5,6,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,336.0,1,1,1,0,0,0,0,0,0,2232.0,2.0,0.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,127000
21,1,0,11751,1,0,0,1,1,0,1,1,6,6,0,0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,1,546.0,1,0,1,0,0,0,0,1,0,3688.0,2.0,0.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,190000
1873,1,1,9600,1,0,1,1,1,0,1,1,7,6,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,1,0,1,0,528.0,1,0,0,0,0,0,0,0,0,2484.0,1.0,1.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,175500
2125,1,1,8428,1,0,0,1,1,0,1,1,5,7,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,384.0,1,1,0,0,0,0,0,0,0,1980.0,2.0,0.0,6.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,146000
1489,1,1,9937,1,0,1,1,1,0,1,1,5,6,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,276.0,1,1,1,0,0,0,0,0,0,2512.0,2.0,1.0,7.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,147500
2383,1,0,13891,1,0,1,1,1,0,1,1,10,5,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,850.0,1,1,1,0,0,0,0,0,0,4152.0,3.0,1.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,465000
983,1,0,9101,1,0,0,1,0,0,1,0,5,6,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,602.0,1,1,1,0,0,0,0,0,0,2207.0,2.0,0.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,165500
1325,1,0,12150,1,1,1,1,1,0,1,0,5,5,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,352.0,1,0,0,0,0,0,0,0,0,2845.0,2.0,0.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,131500
1378,1,1,11200,1,0,1,1,1,0,1,1,5,5,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,384.0,1,0,0,0,0,0,0,0,0,2080.0,2.0,0.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,129500
1537,1,0,9670,1,0,0,0,1,0,1,0,8,6,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,786.0,1,0,0,1,0,0,0,0,0,2481.0,1.0,1.0,7.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,257076
905,1,1,10998,1,1,1,1,1,0,1,0,5,5,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,660.0,1,0,1,0,0,0,0,0,0,2588.0,2.0,0.0,6.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,117000
1532,1,1,7200,1,0,1,0,1,0,1,0,7,6,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,270.0,1,0,0,1,0,0,0,1,0,2278.0,1.0,1.0,6.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,149000
132,1,1,9920,1,0,1,1,1,0,1,1,5,5,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,280.0,1,0,0,1,0,0,0,1,0,2119.0,2.0,0.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,128000
1078,1,0,2448,1,0,1,1,1,0,0,0,7,5,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,474.0,1,0,1,0,0,0,0,0,0,2390.0,2.0,1.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,155000
2511,0,0,2998,1,0,1,1,1,0,0,0,6,5,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,440.0,1,0,1,0,0,0,0,0,0,2280.0,2.0,1.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,166000
912,1,1,7804,1,0,1,1,1,0,1,0,4,3,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,576.0,1,1,1,0,0,0,0,1,0,3103.0,3.0,0.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,135000
2351,1,1,16692,1,0,0,1,1,1,1,0,7,5,0,1,1,0,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,564.0,1,0,1,0,0,1,1,1,1,4176.0,4.0,1.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,250000
330,1,0,1476,1,0,1,1,1,0,0,0,4,7,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0.0,1,1,1,0,0,0,0,0,0,1638.0,1.0,1.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,76000
2586,1,1,10170,1,0,1,1,0,0,1,1,6,6,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,400.0,1,0,0,0,0,0,0,0,0,1791.0,1.0,1.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,155000
224,1,1,9364,1,0,1,1,0,0,1,0,6,7,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,299.0,1,1,1,0,0,0,0,1,0,2015.0,1.0,1.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,158000
98,0,0,2544,1,1,1,1,1,0,0,0,7,5,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,480.0,1,0,1,0,0,0,0,0,0,1800.0,3.0,1.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,149500
2565,1,0,9888,1,0,1,1,1,0,1,1,5,6,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,240.0,1,0,0,1,0,0,0,1,0,1872.0,1.0,0.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,121000
1934,1,1,7942,1,0,1,1,1,0,1,1,6,7,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,293.0,1,0,0,0,0,0,0,1,0,2080.0,1.0,1.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,136000
